ID,ENTITAT,SECTORSEMANTIC1,SECTORSEMANTIC2,CARRER,CODI_DIVISIO_TERRITORIAL_ADMINISTRATIVA,CODI_DIVISIO_TERRITORIAL,CODI_POSTAL,ANY_CONSTITUCIO,TELEFON,MAIL,WEB,LATITUD,LONGITUD
420,BADALONA BESTIES DE FOC,Culturals,tradicionals,C. Pompeu Fabra,D-01,B-12,08911,2013,93383****,psalva**@***********,www.badalonabestiesdefoc.org,41.46******,2.26******
560,BADASE - SUPORT SOCIAL -,Sociosolidàries,suport social,C. General Weyler,D-01,B-05,08912,2005,66625****,asbada**@***********,,41.44******,2.24******
270,"BANDA DE CORNETAS,TAMBORES Y MAJORETTES DE SANT ROC",Culturals,musical,C. Còrdova,D-06,B-31,08912,1997,93460****,,,41.43******,2.22******
250,CADICC -Centre d'Harmonització i Dinamització Intercultural,Culturals,activitats diverses,C. Francesc Macià,D-05,B-06,08912,1996,93375****,,,41.45******,2.25******
580,CASAL ARGENTINO DE BADALONA,Culturals,cultura estrangera,C.Francesc Macià,D-05,B-06,08912,2013,9363071****,betula**@*********,www.casalargentino.com,41.45******,2.24******
260,CASAL D'AMISTAT AMB CUBA DE BADALONA,Sociosolidàries,internacional,C. Francesc Layret,D-01,B-01,08911,1996,93464****,badalonacu**@**************,,41.45******,2.25******
160,CJS  SOM-HI TOTS,Lleure,esplais,Av. Alfons XII,D-01,B-05,08912,2013,93387****,somhitotsc**@*********,,41.44******,2.24******
130,CLUB COLUMBOFIL BETULA MISSATGERA,Esportives,altres activitats esportives,Pl. Països Catalans,D-01,B-05,08912,2013,60695****,x**@*****************,www.clbbetulo.com,41.44******,2.24******
470,CLUB DE BASQUET SANT JOSEP-BADALONA,Esportives,bàsquet,Pl. Rector Rifé,D-01,B-01,08912,1987,93384****,secretar**@***************,www.cbsantjosep.com,41.45******,2.24******
660,CLUB DE BITLLES BADALONA,,,C. Santiago Rusiñol,D-01,B-01,08911,2020,93389****,bitllescatalan**@*********,www.clubdebitllesbadalona.blogspot.com,41.45******,2.25******
770,CLUB D'SKATEBOARD LOS PLANOS SKATEPLAZA,,,C. Milà,,B-25,08917,2020,65691****,,www.losplanosskateplaza.tumblr.com,,
120,CLUB NATACIO BADALONA,Esportives,altres activitats esportives,C. Eduard Maristany,D-01,B-01,08912,2013,93384****,c**@**************,www.cnbadalona.cat,41.45******,2.25******
230,CLUB PETANCA SANT ROC,Esportives,petanca,C. Alfons XII,D-06,B-31,08918,1996,93399**** / 67931****,,,41.44******,2.23******
450,CONSERVEM EL PONT DEL PETROLI,Sociosolidàries,altres entitats sociosolidàries,C. Galícia,D-03,B-16,08915,2002,93395****,,,41.46******,2.25******
50,COR DE MARINA,Culturals,musical,Rambla,D-01,B-01,08911,2020,67877****,in**@***************,www.cordemarina.cat,41.45******,2.25******
480,"ELS VERDS DE BADALONA, PER A LA DEFENSA DEL PATRIMONI NATURAL I CULTURAL",Sociosolidàries,medi ambient,Av. Alfons XIII,D-04,B-22,08913,2002,,,,41.44******,2.24******
550,EQUIP DE TREBALL ÀFRICA NEGRA L'ENSENYAMENT (ETANE),,,C. Sant Pere,D-01,B-01,08911,2013,93464****,pepera**@*********** / kopese**@***********,,41.45******,2.25******
460,FEDERACIÓ D'ASSOCIACIONS DE VENEDORS DELS MERCATS MUNICIPALS DE BADALONA,Econòmiques,botiguers/res,C. Arnús,D-01,B-01,08911,2012,93384****,federac**@*******************,www.mercatsbadalona.cat,41.45******,2.25******
790,FEDERACION DE LA COMUNIDAD BOLIVIANA EN CATALUNYA (FECOABOL),Culturals,cultura estrangera,C. Arquitecte Fradera,D-04,B-22,08914,2020,64789****,fecoab**@***********,,,
310,Fundació Privada BADALONA TREBALL PELS DISMINUÏTS,,,C. Juli Galve Brusson,D-05,B-04,08918,1998,93460****,majos**@*********,,41.44******,2.23******
920,FUNDACIÓ PRIVADA FORMACIÓ I TREBALL,Sociosolidàries,suport social,C. Ramon Llull,D-05,B-34,08918,2021,93303****,treba**@********************,www.formacioitreball.org,,
950,FUNDACIÓN INTERMEDIA,Sociosolidàries,suport social,Av. Sabadell ,D-03,B-15,08916,2023,93706****,subvencio**@**********************,,,
870,FUNDACIÓN VICENTE FERRER,Sociosolidàries,internacional,C. Sant Pau,D-01,B-01,08911,2018,61075****,badalo**@**************************,www.fundacionvicenteferrer.org,,
150,GRUP D'ESPLAI NOLOSE,Lleure,esplais,Pl. Rafael Campalans,D-02,B-25,08917,2012,93383****,,,41.45******,2.22******
780,KAYA (Asociación de usuarios/as de cannabis),Culturals,altres entitats culturals,C. Pedro Antonio Alarcón,D-02,B-25,08917,2014,66929****,asociacionka**@***********,,,
600,MEDICAMENTS SOLIDARIS,Sociosolidàries,internacional,C. Pere Vergés,D-03,B-09,08915,2013,93399**** / 68745****,medicamen**@*************************,,41.46******,2.24******
530,MIQUELETS DE BADALONA COLLA TRABUCAIRE,Culturals,tradicionals,C. Pompeu Fabra Masia Can Canyado,D-01,B-12,08911,2013,69656****,col**@***********************,www.miqueletsdebadalona.com,41.45******,2.25******
10,PEÑA ANDALUZA JUAN DE ARCOS,,,C. Vallvidrera,,B-24,08917,2013,93397****,morei**@*******,,41.45******,2.22******
140,PEÑA PETANCA POMAR,Esportives,petanca,Cra. Conreria,D-03,B-15,08915,2012,93395****,,,41.46******,2.25******
520,PONT DEL PETROLI,Culturals,altres entitats culturals,C. Mestre Nicolau,D-01,B-03,08911,2003,93384****,,,41.45******,2.25******
690,RUGBY CLUB BADALONA,Esportives,altres activitats esportives,C. Jaume Ribó,D-01,B-12,08911,1987,66167****,in**@*****************,www.rugbybadalona.com,41.45******,2.25******
400,SALESIANS SANT JORDI,Lleure,esplais,C. Alfons XII,D-01,B-05,08912,2013,93387****,somhitotsc**@*********,,41.44******,2.24******
340,SOCIETAT COLUMBICULTORA POMAR,Esportives,altres activitats esportives,Av. Sabadell,D-03,B-15,08915,1998,93395****,,,41.47******,2.25******
20,UNIO COMARCAL BARCELONES NORD -U G T-,,,Pl. Mag Li-Chang,,B-06,08912,2013,93387****,badalo**@*****************,www. ugt.cat,41.45******,2.25******
360,UNIÓ DEPORTIVA AGUILA,Esportives,futbol,C. Guifré,D-01,B-05,08912,2020,93387****,udaguila19**@***********,,41.44******,2.24******
