ID,ENTITAT,SECTORSEMANTIC1,SECTORSEMANTIC2,CARRER,CODI_DIVISIO_TERRITORIAL_ADMINISTRATIVA,CODI_DIVISIO_TERRITORIAL,CODI_POSTAL,ANY_CONSTITUCIO,TELEFON,MAIL,WEB,LATITUD,LONGITUD
798,ASSOCIACIÓ D'AFECTATS PER L'HABITATGE DE BADALONA,Sociosolidàries,suport social,C. Marina,D-01,B-01,08912,2014,60230****,pah.fa**@*********,,,
838,ASSOCIACIÓ DE COMERÇ CENTRE I PROGRÉS,Econòmiques,botiguers/res,C. Frnabcesc Maciâ,,B-01,08912,2017,62856****,in**@******************,www.centrebadalona.com,,
728,ASSOCIACIÓ DE COMERCIANTS I PIME LA MORERA,,,Av. Morera,,B-16,08915,2012,93465****,,,,
418,ASSOCIACIO DE MARXANTS DE BADALONA,Econòmiques,gremis,Pge. Riu Querol,D-02,B-23,08917,2013,65433****,marxantsdebadalo**@***********,,41.45******,2.24******
498,ASSOCIACIÓ DE PARES D'ALUMNES CEIP SALVADOR ESPRIU,Educació,ampas,C. Reina Elisenda,D-03,B-16,08915,2013,93465****,am**@******************,blog.salvadorespriu.org,41.46******,2.25******
358,ASSOCIACIÓ DE VENEDORS MERCAT DE LLOREDA,Econòmiques,botiguers/res,Rbl. Sant Joan,D-02,B-23,08917,2013,,,,41.45******,2.23******
758,"ASSOCIACIÓ DESARROLLO, AGUA Y EDUCACIÓN (DAE)",Educació,socials,C. Sant Ignasi de Loiola,D-01,B-05,08912,2012,93464****,adm**@*****************,www.associaciodae.com,,
848,ASSOCIACIÓ DIABLES BUFONS DEL FOC,Culturals,tradicionals,C. Pompeu Fabra,,B-12,08911,2017,93464****,bufonsdelfoct**@*********,,,
918,ASSOCIACIÓ ESPORT FEMENÍ BADALONA,Sociosolidàries,dones,C. Salvador Seguí,D-04,B-22,08914,2021,71770****,esportfemenib**@*********,,,
938,ASSOCIACIÓ ESPORTIVA DE MUNTANYA GRUP D'AVENTURA (EMGDA),Esportives,altres activitats esportives,C. Matagalls,D-03,B-16,08915,2022,62589****,asocemg**@*********,,,
558,ASSOCIACIÓ ESPORTIVA SANT ANDREU DE NATZARET,Esportives,bàsquet,cr. Arnús,D-01,B-01,08911,2013,60610****,santandreunatzar**@***********,www.natzaret.com,41.45******,2.25******
858,ASSOCIACIÓ FEDERALISTES D'ESQUERRES,Sociosolidàries,partits i sindicats,Eduard Marquina,D-01,B-12,08911,2020,93389****,mesfederalist**@*********,,,
648,ASSOCIACIÓ JUDO BAETULO,Esportives,altres activitats esportives,C. Sant Marc,D-05,B-32,08918,2020,69992****,ju**@**********,,41.44******,2.23******
668,ASSOCIACIÓ MÈDICA PER A LA INFÀNCIA DE CATALUNYA (AMIC),Sociosolidàries,infància,C. Campmany,D-03,B-08,08916,2009,68754****,am**@***********,www.ongamic.org,41.47******,2.23******
598,"ASSOCIACIO PER A LA MULTICULTURALITAT, LA INFORMACIO I LA CONVIVENCIA SOCIAL",Sociosolidàries,suport social,C. Liszt,D-02,B-24,08917,2013,93460****,amicscatasal**@******** / amicsb**@*********,www.amics-badalona.blogspot.com/,41.45******,2.22******
818,ASSOCIACIÓ SOS DOG'S BDN,Sociosolidàries,protectora animals,C. San Feli de Llobregat,D-03,B-15,08915,2013,62651****,sosdogsb**@*********,www.sosdogsbdn.com,,
868,ASSOCIACIÓN DE VECINOS LA MORA -PORT BDN-,Sociosolidàries,internacional,Mar Jónica,D-01,B-34,08918,2019,,plataformalamo**@**********,,,
388,ATENEU INTERNACIONAL,Sociosolidàries,internacional,C. Margarita Xirgú,D-01,B-13,08911,1987,,mabatl**@********,,41.47******,2.29******
28,AV. DALT LA VILA,Sociosolidàries,veïnal,Av. Martí Pujol,D-01,B-03,08911,2017,64001****,vei**@**************,www.daltlavila.cat,41.45******,2.24******
68,AV. JOAQUIM RUYRA,Sociosolidàries,veïnal,C. Joaquim Ruyra,D-05,B-04,08912,2013,93383****,avruyrago**@*********,,41.45******,2.25******
8,AV. LA SALUT ZONA ALTA,Sociosolidàries,veïnal,C. Víctor Balaguer,D-04,B-22,08914,2020,93460****,aavvlasalutal**@*********,,41.44******,2.22******
38,AV. LLOREDA,Sociosolidàries,veïnal,Pl. de la II República,D-02,B-23,08917,2013,93383****,avv-llore**@*********** / a.v.v.llore**@**********,,41.45******,2.25******
98,AV. REMEI,Sociosolidàries,veïnal,C. Primavera,D-06,B-33,08918,2015,93460****,,,41.43******,2.23******
218,"AV. ""URBANITZACIO COMPLEX CATALUNYA""",Sociosolidàries,veïnal,Av. Catalunya,D-02,B-20,08917,2013,93399****,avxomplexcatalun**@**********,,41.45******,2.23******
708,BOMBEROS HUMANITARIOS PARA AYUDA CASO CHERNOBIL,Sociosolidàries,suport social,C. Bessegoda,D-01,B-01,08912,2013,63938****,b**@************************,www.bomberoshumanitarios.org,,
628,CATALUNYA CAMINA: ASSOCIACIÓ PER ALS DRETS DELS VIANANTS,Sociosolidàries,altres entitats sociosolidàries,C. Prim,D-01,B-01,08911,2013,93384**** / 64771****,bdnc**@**************,www.catalunyacamina.org,41.45******,2.25******
128,CENTRE MARISTA D'ESCOLTES (G.E. Champagnat),Lleure,excursionisme,C. Temple,D-01,B-01,08911,1998,93384****,gechbadalo**@*********,,41.45******,2.25******
238,CLUB CICLISTA BADALONA,Esportives,ciclisme,C. Ponent,D-01,B-05,08912,2012,93383****,cicloslasal**@*********,,41.44******,2.24******
448,CLUB DEPORTIVO MINUSVÁLIDOS BÉTULO,Sociosolidàries,discapacitats/des,C. Ausias March,D-05,B-06,08912,2002,93460****,cembetu**@***********,,41.44******,2.24******
518,CLUB ESPORTIU BADALONA ORIENTACIÓ,Esportives,futbol,C. Seu d'Urgell,D-01,B-01,08911,2003,93389****,w**@**********************,,41.46******,2.25******
688,CLUB PATÍ SANT JOSEP DE BADALONA,Esportives,altres activitats esportives,Pl. Rector Rifé,D-01,B-01,08912,2010,66130****,cpsantjosepdebadalo**@********,,41.45******,2.24******
878,CLUB PIRAGÜISME BADALONA,Esportives,activitats marítimes,Port Badalona Local ,D-05,B-34,08918,2019,61507****,j.jun**@*********************,,,
488,CORAL ART I CULTURA DE CANYET,Culturals,musical,C. Can Tiano,D-03,B-08,08916,2003,93383****,,,41.47******,2.23******
568,ESPLAI LA FORMIGA,Lleure,esplais,C. Tortosa,D-05,B-04,08918,2020,93399****,laformi**@**********,,41.44******,2.23******
168,ESPLAI MIGVOLT DE SANTA MARIA,Lleure,esplais,C. Dalt,D-01,B-03,08911,2013,93384****,,,41.45******,2.25******
278,ESPLAIS CATALANS -ESPLAC Barcelonés Nord-,Lleure,esplais,C. Avinyó,D-01,B-01,08911,2013,93384****,barcelonesno**@**********,www.esplac.cat,41.45******,2.25******
528,FEDERACIÓ CATALANA D'ESPORTS PER A MINUSVALIDS DE BARCELONA,Esportives,altres activitats esportives,C. Rossini,D-02,B-25,08917,2004,93340****,fce**@*********,www.fcemf.org,41.45******,2.22******
338,FEDERACIÓ EMPRESARIAL DE BADALONA,Econòmiques,gremis,Polígon Les Guixeres,D-03,B-15,08915,1998,93464****,f**@**********,,41.46******,2.26******
288,Fundació Privada  MON-3,Sociosolidàries,internacional,C. Francesc Macià,D-05,B-06,08912,1997,93460****,nutril**@***********,,41.45******,2.24******
658,FUNDACIÓ PRIVADA AMIBA,Sociosolidàries,suport social,C. Torrent d'en Grau,D-02,B-25,08917,2013,93305****,ami**@*********,"www.a,iba.org",41.45******,2.22******
698,FUNDACIÓ PRIVADA AMICS GENT GRAN ,Sociosolidàries,gent gran,C. Arnús,D-01,B-21,08911,2013,63053****,badalo**@*********************,www.amicsdelagentgran.org,,
928,FUNDACIÓ PRIVADA LLARS COMPARTIDES,Sociosolidàries,gent gran,C. Santa Madrona,D-01,B-01,08911,2022,60646****,fundac**@********************,www.llarscompartides.org,,
778,FUNDACIÓ PRIVADA LLEGAT ROCA I PI,Sociosolidàries,suport social,Av. Martí Pujol,D-03,B-09,08915,2013,93399****,mercegarc**@***********,www.rocaipi.cat,,
178,GRUP EXCURSIONISTA NOVA LLOREDA,Lleure,excursionisme,Pge. Riu Querol,D-02,B-20,08917,1994,93399****,,,41.45******,2.23******
198,LLIGA CATALANA PROM.INTEG.MINORIA NEGRA ESPANYOLA -LICAPIMNE,Sociosolidàries,internacional,Trav. Montigalà,D-03,B-26,08917,1995,93399****,,,41.46******,2.24******
508,MOTOCLUB BADALONA,Esportives,altres activitats esportives,C. Murillo,D-01,B-11,08911,2020,93464**** / 69329****,,,41.46******,2.27******
478,PENYA MORERA CLUB DE FUTBOL,Esportives,futbol,C. Prat de la Riba,D-03,B-16,08915,2002,93395****,,,41.46******,2.25******
188,SOCIETAT CULTURAL L'OLIVA,Culturals,altres entitats culturals,C. Can Tiano,D-03,B-08,08916,2020,93395****,scloli**@***********,www.scloliva.com,41.47******,2.23******
588,TALLER BDN,Culturals,activitats diverses,Pg. Montserrat Roig,D-01,B-13,08911,2006,93389****,tallerb**@***********,,41.45******,2.25******
78,UNIO DE CONSUMIDORS DE CATALUNYA,Econòmiques,altres entitats econòmiques,C. Torrent d'en Valls,D-05,B-06,08912,2013,93397****,,,41.45******,2.24******
18,UNIO LOCAL DE COMISSIONS OBRERES,,,C. Font i Escolà,,B-06,08912,2012,93388****,badalo**@********,,41.45******,2.24******
158,VADEVERD,,,C. Magatzem,D-01,B-01,08911,1993,,,,41.45******,2.25******
638,VENERABLE I DISCRETA CONGREGACIÓ DE LA MARE DE DÉU DELS DOLORS ORDRE SEGLAR DELS,Culturals,tradicionals,Pl. de Barberà,D-01,B-03,08911,2012,93387****,,,41.45******,2.25******
318,VIH-DA Associació,Sociosolidàries,suport social,C. Arnus,D-01,B-01,08911,2013,93389****,vihdacent**@*********,www.vih-da.entitatsbadalona.net,41.45******,2.25******
208,VOLUNTARIS BADALONA,Sociosolidàries,suport social,Pge. La Plana,D-05,B-06,08912,2013,93483****,jescala**@************,,41.45******,2.25******
