ID,ENTITAT,SECTORSEMANTIC1,SECTORSEMANTIC2,CARRER,CODI_DIVISIO_TERRITORIAL_ADMINISTRATIVA,CODI_DIVISIO_TERRITORIAL,CODI_POSTAL,ANY_CONSTITUCIO,TELEFON,MAIL,WEB,LATITUD,LONGITUD
176,ASS. DE L'ESCOLA D'ADULTS SANT ROC-CONGRES,Educació,altres entitats d'educació,Av. Marqués de Montroig,D-06,B-31,08913,2012,93383****,afab**@**********,,41.44******,2.23******
816,ASSOCIACIÓ BADALONA POÈTICA,Culturals,altres entitats culturals,C. Masia Ribas,D-01,B-01,08330,2017,65945****,recitalpoèt**@*********,,,
916,ASSOCIACIÓ BADANIMALS,,,C. Astronomia,,B-09,08915,2021,69537****,badanilmalsllui**@*********,,,
856,ASSOCIACIO CULTURAL FESTA DEL DIBUIX,Culturals,activitats diverses,C. Providència,,B-05,08912,2017,63460****,festadeldibu**@*********,,,
736,ASSOCIACIÓ DE CARDIOPATIES CONGÈNITES (A.A.C.I.C.),,,Av. Alfons XIII,,B-29,08914,2012,93458****,in**@*********,www.aacic.org,,
676,ASSOCIACIÓ DE COOPERACIÓ INTERNACIONAL NORD-SUD (CONOSUD),Sociosolidàries,internacional,C. Selva de Mar,D-05,B-06,08912,2012,69579**** / 69579****,ong.conos**@********* / infoconos**@*********,www.conosud.org,41.45******,2.24******
726,ASSOCIACIÓ DE MUJERES INTERCULTURAL NUEVAS METAS,Sociosolidàries,dones,Av. Maresme,D-06,B-31,08918,2012,,asoc-nuevas-met**@********,,,
546,ASSOCIACIÓ DE VEÏNS I VEÏNES GENT DE SANT ROC,,,C. Cordova,D-06,B-31,08918,2004,93460****,,,41.43******,2.22******
326,ASSOCIACIÓ DEL JOVE BALLET CLASSIC DE BADALONA,Culturals,dansa,Ptge. La Plana,D-01,B-01,08912,2013,93464**** / 63933****,in**@********************,www.danzamarisayudes.com,41.45******,2.25******
686,ASSOCIACIÓ ESPORTIVA FELIU I VEGUES,Esportives,bàsquet,C. Sirius,D-04,B-27,08912,2020,66169****,aebegu**@*********,,41.45******,2.22******
316,ASSOCIACIO ESPORTIVA MINGUELLA,Esportives,bàsquet,C. Santa Madrona,D-01,B-01,08911,2013,93464****,a**@***************,,41.45******,2.25******
466,"ASSOCIACIÓ ESPORTIVA ""SKO""",Esportives,altres activitats esportives,C. Providència,D-01,B-05,08912,2013,69856****,belsado**@*********,www.seishinkarate.org,41.45******,2.24******
136,"ASSOCIACIO JUVENIL ""LA ROTLLANA""",Lleure,altres entitats de lleure,C. Don Pelai,D-04,B-27,08913,2013,93397****,rotlla**@************,,41.44******,2.23******
906,ASSOCIACIÓ MARES I PARES DE L'INSTITUT ALBÈNIZ BADALONA,,,C. Parc Serentill,,B-09,08915,,67898****,ampaiesalben**@*********,,,
506,ASSOCIACIÓ PER L'AJUDA A LA INFÀNCIA DE L'ÀSIA BALBALIKA,Sociosolidàries,suport social,C. dels Arbres,D-01,B-01,08912,2013,93384****,informac**@*****************,www.ecaibalbalika.com,41.45******,2.25******
876,ASSOCIACIÓ PLATAFORMA ACCIÓ BADALONA,Sociosolidàries,suport social,Primer de Maig,D-03,B-15,08915,2019,68738****,acciobadalo**@*****************,www.acciobadalona.com,,
826,ASSOCIACIÓ PLATAFORMA SANT ROC SOM BADALONA,Sociosolidàries,veïnal,C. Cordova,D-06,B-31,08918,2016,61821****,,,,
606,ASSOCIACIÓ SOCIAL AMICS DEL GORG-MAR BADALONA,Sociosolidàries,suport social,C. Jaume Passarell,D-03,B-16,08915,2013,93162****,agormarb**@*********,,41.44******,2.23******
806,ASSOCIACIÓ TODAY FOR TOMORROW,Sociosolidàries,suport social,C. Calderon de la Barca,D-04,B-22,08914,2015,63205****,todayfortomorr**@*********,,,
86,AV. BONAVISTA,Sociosolidàries,veïnal,C. Eliseu Meifrén,D-03,B-10,08915,2013,93465**** / 67650****,avvbonavis**@**********,,41.47******,2.24******
66,AV. DEL SECTOR DE SANT ROC,Sociosolidàries,veïnal,Pl. Sant Roc,D-06,B-31,08918,2013,93399**** / 63957****,sant.roc.**@***********,,41.44******,2.23******
26,AV. SANT MORI-LLEFIA,Sociosolidàries,veïnal,Crta. Antiga de València,D-04,B-29,08914,2013,93399****,santmorillef**@*********,,41.45******,2.25******
366,BADALONA BASQUET BASE (BBB),Esportives,bàsquet,Pl. del Gas,D-01,B-05,08912,2020,93460****,badalonabasquetba**@***********,www.abbbasquet.com,41.44******,2.24******
536,BADALONA BÀSQUET CLUB,Esportives,bàsquet,C. Sant Ramón,D-01,B-02,08912,2004,67023****,b**@*****************,,41.45******,2.24******
96,BADALONA SARDANISTA,Culturals,musical,Pl. Assemblea de Catalunya,D-01,B-03,08911,2013,62460****,bdnsardanis**@***********,,41.45******,2.25******
386,CARITAS DIOCESANA DE BARCELONA,Sociosolidàries,altres entitats sociosolidàries,Via Laietana,D-05,B-32,08918,2013,93344****,subvencio**@**************,www.caritasbcn.org,41.39******,2.18******
156,CENTRO CULTURAL ASOCIATIVO BARRIO DE LA SALUD,Culturals,activitats diverses,C. Pau  Piferrer,D-04,B-22,08914,1993,,,,41.45******,2.22******
46,CENTRO CULTURAL ROCIERO ANDALUZ NTRA. SRA. DE LA ESPERANZA,Culturals,tradicionals,C. Andrés Segovia,D-04,B-29,08913,2013,93399****,esperanzab**@***********,www.centrolaesperanza.com,41.44******,2.22******
846,CLUB ESPORTIU ROLLER DERBY BADALONA (RDB),Esportives,altres activitats esportives,Riera Canyadó,,B-12,08911,2017,65216****,rollerderbybadalo**@*********,,,
576,CLUB FUTBOL AFRICA ESPORT,Esportives,futbol,C. General Moragas,D-04,B-22,08914,2005,61708****,,,41.50******,2.36******
666,CLUB KARATE OYAMA'S BADALONA,Esportives,altres activitats esportives,C. Echegaray,D-04,B-22,08914,2009,67844****,,,41.44******,2.23******
496,CLUB NÀUTIC BÉTULO,Esportives,altres activitats esportives,Pg.  Marítim,D-01,B-01,08911,2013,93384****,cnbetu**@************,www.cnbetulo.com,41.45******,2.25******
456,CLUB PETANCA BUENAVISTA A.VV.,Esportives,petanca,C. Pintor Mir (poliesportiu),D-03,B-08,08915,2002,61719****,Duar**@***********,,41.47******,2.24******
266,CLUB PETANCA SPORT SAN ROQUE,,,C. Covadonga,D-06,B-31,08918,1997,93398****,,,41.43******,2.22******
786,CLUB TWIRLING CIUTAT DE BADALONA,Esportives,altres activitats esportives,Av. Catalunya,D-02,B-23,08917,2013,63083****,juntatwirlingb**@*********,,,
416,COLLA BADALONINA DE LA MOIXIGANGA,Culturals,tradicionals,C. Barcelona,D-01,B-03,08911,2012,93399**** / 61862****,jclacr**@******,,41.45******,2.24******
226,COL·LECTIU DE RECERQUES ARTISTIQUES (K.R.A.),Culturals,altres entitats culturals,C. Anton Romeu,D-01,B-01,08912,1995,93389****,,,41.45******,2.25******
486,CONFEDERACIÓN GENERAL DEL TRABAJO,Sociosolidàries,partits i sindicats,C. Alfons XII,D-01,B-05,08912,2003,93383****,cgt_**@**********,,41.45******,2.25******
556,CONSELL DE LA JOVENTUT DE BADALONA,Lleure,altres entitats de lleure,C. Germà Bernabé,D-01,B-03,08911,2004,93384****,conselljoventutb**@********,,41.45******,2.25******
436,CONSELL ESPORTIU BARCELONÈS NORD,Esportives,altres activitats esportives,C. Ausias March s/n (Pavelló Països Catalans),D-05,B-06,08912,2012,93399****,ce**@***********,www.cebnord.com,41.44******,2.24******
206,COOPERACCIO Agència Catalana de Cooperació Internacional,Sociosolidàries,internacional,C. Avinyó,D-05,B-06,08912,2012,93318****,badalona.cooperacc**@*********,www.cooperaccio.org,41.38******,2.17******
286,CREU ROJA BARCELONÈS NORD,Sociosolidàries,altres entitats sociosolidàries,Av. Alfons XIII,D-01,B-01,08918,2012,93464****,coordinacio.bcnno**@************,,41.45******,2.24******
256,ESPLAI BUENOYQUE,,,Pl. Illa dels músics s/n,D-02,B-23,08917,1996,93399****,esplaibuenoyq**@***********,,41.45******,2.25******
276,FEDERACIO DE COMERÇ DEL CENTRE DE BADALONA -FCCB-,Econòmiques,gremis,C. Gaietà Soler,D-01,B-01,08911,2011,93384****,,,41.45******,2.25******
616,FRATERNIDAD ARTE Y CULTURA BOLIVIAMANTA,Culturals,cultura estrangera,C. Manila,D-04,B-22,08914,2013,,boliviamanta20**@***********,,41.44******,2.23******
866,FUNDACIÓ DOMUS MISERICORDIAE SANT JOSEP,Sociosolidàries,suport social,Av. de Terrassa s/n,D-03,B-15,08915,2020,,in**@***************,,,
926,FUNDACIÓ ÈPICA LA FURA DELS BAUS,Culturals,activitats diverses,C. Velazquez,D-01,B-11,08911,2022,93383****,gesti**@************,www. epicalab.com,,
586,FUNDACIÓ PRIVADA ATENEU SANT ROC,Sociosolidàries,suport social,C. Cacares,D-06,B-31,08918,2013,93399****,aten**@*************************,www.fundacioateneusantroc.org,41.43******,2.22******
706,FUNDACIÓ PRIVADA BADALONA OBERTA,Sociosolidàries,altres entitats sociosolidàries,C. Sant Rafael,D-01,B-01,08911,2020,67623****,f**@**************,,,
836,FUNDACIÓ PRIVADA GERMINA,Sociosolidàries,suport social,Av. Caritg,D-02,B-23,08917,2016,93468****,germi**@***********,www.germina.org,,
636,FUNDACIÓ PRIVADA JOVENTUT,Esportives,bàsquet,C. Ponent,D-05,B-04,08912,2012,90460****,secretar**@********************,www.penya.com,41.44******,2.23******
776,FUNDACIÓ PRIVADA JUBERT FIGUERAS,Sociosolidàries,suport social,C. Verdi,D-02,B-25,08917,2013,93317****,fundac**@*******************,www.fjubertfigueras.org,,
426,FUNDACIO SANT PERE CLAVER DEL CLOT (Centre d'esplai Lluís Mª Chanut),,,C. Sta. Joana de Lestonac,D-06,B-31,08918,2020,93351****,ccristianastpereclav**@*********,,41.43******,2.22******
356,GRUP BELLES ARTS MUSEU DE BADALONA ASSOC,Culturals,altres entitats culturals,Pl. Assemblea de Catalunya,D-01,B-01,08911,2013,93384**** / 69976****,grupbellesar**@*********,,41.45******,2.25******
146,GRUP FILATELIC BADALONA,Culturals,altres entitats culturals,Rambla Sant Joan,D-01,B-01,08911,2013,93388****,grupfilatelicbadalo**@*********,www. grupfilatelicbadalona.blogspot.com,41.45******,2.25******
406,L'AULA PER L'ESTUDI I LES TERÀPIES ALTERNATIVES,Culturals,comunicació,C. Alfonso XII,D-01,B-05,08912,2012,93389**** / 65066****,aulaperlestu**@********************,,41.45******,2.24******
746,PICAM (Prevenció i informació càncer Molins),,,Av. Savadell,,B-15,08915,2013,67202****,pica**@***********,www.picam.molinsderei.net,,
36,RADIO UNION BADALONA -RUBA-,Culturals,altres entitats culturals,C. Saturn,D-04,B-27,08914,1988,93388****,,,41.44******,2.22******
626,ROTARY CLUB BADALONA,Sociosolidàries,altres entitats sociosolidàries,C. Santa Madrona,D-01,B-01,08911,2013,93384****,gru**@**********,www.rotarybadalona.org,41.48******,2.20******
886,TIJERAS SOLIDARIAS,Sociosolidàries,suport social,Caritat,D-01,B-01,08911,2019,60727****,tijerassolidari**@**********,www.tijerassolidarias.org,,
656,UNITED FRIENDS CLUBS OF BARCELONA (Club de Amigos Unidos de Barcelona),Esportives,futbol,C. Calderon de la Barca,D-04,B-22,08914,2009,61670****,,,41.45******,2.22******
