ID,ENTITAT,SECTORSEMANTIC1,SECTORSEMANTIC2,ANY_CONSTITUCIO,WEB
921,BADALONA VEÏNS SOLIDARIS,Sociosolidàries,suport social,2021,
631,CLUB ESPORTIU URBAN,Esportives,altres activitats esportives,2008,www.urbangim.com
161,CLUB OBENC,Esportives,,2017,www.obenc.org
511,CLUB PETANCA BADALONA,Esportives,petanca,2020,
661,CLUB TENNIS TAULA BADALONA,,,2013,www.cttbadalona.cat
571,"COL·LECTIU LILITH, Associació de Dones contra la Violència de Gènere",Sociosolidàries,dones,2012,
761,COMUNIDAD ISLAMICA DE BADALONA AL-RIDUAN,Sociosolidàries,altres entitats sociosolidàries,2013,
381,COS DE PORTANTS DEL SANT CRIST DE BADALONA,Culturals,festes populars,1998,
1,FEDERACIO AV. BADALONA -FAVB-,Sociosolidàries,veïnal,2020,
611,FEDERACIÓ D'ASSOCIACIONS DE MARES I PARES D'ALUMNES D'ENSENYAMENT SECUNDARI DE C,,,1987,www.fapaes.net
891,FUNDACIÓ FUTBOL BADALONA,Esportives,futbol,2019,
771,FUNDACIÓ GESTIÓ I SUPORT,Sociosolidàries,discapacitats/des,2013,
811,FUNDACIÓ PRIVADA ESPAI NATURA I JOVENTUT,Sociosolidàries,infància,2015,www.fundacioespai naturajoventut.org
111,GRUP DE DIABLES DE BADALONA,Culturals,tradicionals,1991,
341,GRUP DE DONES CONGRÉS,Sociosolidàries,dones,2020,
461,GRUP DE DONES DE BONAVISTA,Sociosolidàries,dones,2013,
361,"MARENOSTRUM, Associació pro persones amb retard mental",,,1999,
151,OMNIUM CULTURAL,Culturals,activitats diverses,2013,www.omniumcultural.com
431,PLATAFORMA CIUTADANA BÉTULO,Sociosolidàries,suport social,2013,www.aebufala.entitatsbadalona.net
531,PRESPECTIVAS CLUB SOCIAL HUMANISTA,,,2004,
471,SOCIETAT ESPORTIVA DE PESCA MARÍTIMA BADALONA,,,2002,
